,OBJECTID,HUC8,VALUE_0,VALUE_11,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_41,VALUE_42,VALUE_43,VALUE_45,VALUE_46,VALUE_52,VALUE_71,VALUE_81,VALUE_82,VALUE_90,VALUE_95,TotalPixels,V_0_PERCENT,V_11_PERCENT,V_21_PERCENT,V_22_PERCENT,V_23_PERCENT,V_24_PERCENT,V_31_PERCENT,V_41_PERCENT,V_42_PERCENT,V_43_PERCENT,V_45_PERCENT,V_46_PERCENT,V_52_PERCENT,V_71_PERCENT,V_81_PERCENT,V_82_PERCENT,V_90_PERCENT,V_95_PERCENT,TotalPercents
38,39,2080106,0.0,99703800.00000001,189845100.0,34533000.0,12597300.0,4778100.0,5464800.0,779996700.0000001,422352900.0,932362200.0,155933099.99999997,100740600.00000001,39645900.0,5451300.000000001,383013000.0,343650599.99999994,267773400.00000003,34391699.99999999,3812233500.0,0.0,0.02615364457607332,0.049798917091516036,0.009058469267425514,0.0033044408218961406,0.0012533597430482682,0.001433490367261082,0.2046036004877456,0.11078883284562711,0.24457111559404743,0.04090334445673382,0.02642561112796475,0.010399651542855388,0.0014299491361166627,0.1004694492087119,0.09014416351988931,0.07024055583164043,0.009021404381447252,1.0
39,40,2080107,0.0,193905000.0,54506700.0,17682300.0,8568000.0,2116800.0,1175400.0,31447800.0,107836199.99999999,163906200.00000003,7634700.000000001,3506400.0,4701600.0,828000.0,2907900.0,64174500.0,64767600.0,26297999.999999996,755963100.0,0.0,0.2565006149109659,0.07210232880414401,0.023390427389908316,0.011333886534938015,0.0028001366733376274,0.0015548377956543116,0.04159964950670211,0.1426474387440339,0.2168177256270842,0.010099302465953697,0.004638321632365389,0.0062193511826172465,0.001095291555897371,0.003846616322939572,0.08489104825354571,0.0856756103571722,0.034787412242740415,1.0
40,41,2080204,0.0,12752100.0,123972300.00000001,53040600.0,18205200.0,6685200.0,1528200.0,819938700.0000001,103001400.0,389841300.0,38072700.00000001,47160000.0,461700.0,2364300.0,355444199.99999994,6789600.0,8919900.000000002,1227600.0,1989405000.0,0.0,0.006410007012146848,0.06231627044267005,0.02666153950553055,0.009151077834830011,0.003360401728154901,0.0007681693772761203,0.4121527290823136,0.05177497794566717,0.19595874143273995,0.019137732135990414,0.023705580311701238,0.00023207944083783845,0.0011884457915808998,0.17866859689203554,0.003412879730371644,0.0044837024135357065,0.0006170689226175666,1.0
41,42,2080205,0.0,33193800.0,171692099.99999997,55982700.00000001,25779599.999999996,7953299.999999999,5421600.0,562698000.0,257569200.00000003,649080000.0,135017100.0,91505700.0,3321900.0,6434099.999999999,263053800.0,68926500.0,101398500.0,8182800.0,2447210700.0,0.0,0.013563932194314123,0.07015828265216394,0.022876125868524524,0.01053427888330171,0.003249944927095979,0.002215420192466468,0.22993443106472197,0.10525011189269483,0.26523257682716084,0.055171832977029725,0.03739183552932324,0.001357422963212771,0.0026291565331910322,0.10749127567969526,0.028165331248347355,0.04143431540242939,0.0033437251643268803,1.0
42,43,2060001,0.0,1960271999.9999998,144000.0,188100.0,153900.0,96300.0,1745100.0,0.0,0.0,0.0,0.0,0.0,900.0,900.0,0.0,0.0,0.0,108900.0,1962710099.9999998,0.0,0.9987577890387378,7.336794160278689e-05,9.583687371864037e-05,7.841198758797848e-05,4.9064810946863734e-05,0.0008891277422987736,0.0,0.0,0.0,0.0,0.0,4.5854963501741805e-07,4.5854963501741805e-07,0.0,0.0,0.0,5.5484505837107585e-05,1.0
43,44,2060003,0.0,326912399.99999994,577797299.9999999,358060500.0,213944399.99999997,104053500.0,10844100.0,933070499.9999999,15895800.000000002,187903799.99999997,4613400.0,6721200.0,11560500.0,5337000.0,454620600.0,319185900.0,103131900.0,37656899.99999999,3671309700.0,0.0,0.08904517099170357,0.15738179211631204,0.09752936397602197,0.05827468055882073,0.028342337885578,0.0029537415489627582,0.2541519447405921,0.004329735516456158,0.05118168047767803,0.0012566087791503941,0.0018307363173420102,0.0031488762715932137,0.0014537046547721103,0.12383063188594523,0.08694060868795678,0.02809131030269661,0.010257075288418188,0.9999999999999999
44,45,2060004,0.0,197338500.0,118832399.99999999,81869400.00000001,30654899.999999996,9650700.0,1560600.0,233293500.00000003,12215700.0,107022599.99999999,981000.0,1709100.0,6337800.0,1238400.0,22164300.0,41919299.99999999,78445800.0,9691200.0,954925200.0,0.0,0.2066533588180519,0.12444157929856703,0.08573383548784765,0.03210188609537165,0.010106236593190755,0.001634264128750608,0.2443055225686787,0.012792310853247982,0.11207432791594565,0.0010273055941973255,0.0017897736911749737,0.00663695962783263,0.0012968555023995596,0.02321050905348398,0.04389799326690718,0.08214863321231862,0.010148648292033763,1.0
45,46,2060002,0.0,591152399.9999999,220436100.0,64525500.00000001,24164100.0,7868700.000000001,7683299.999999999,376163100.00000006,19389600.0,166139100.00000003,1529100.0,2885400.0000000005,9844200.0,2375100.0,170017200.0,1335401100.0000002,330475500.0,42776100.0,3372825600.0,0.0,0.17526918676139078,0.06535650701892205,0.019130992127194484,0.007164349084636929,0.0023329697212924384,0.0022780009734271463,0.1115275868399481,0.0057487704078147414,0.04925813537468407,0.0004533587505977184,0.0008554844934763305,0.0029186804084978483,0.0007041870175558439,0.05040794282396339,0.3959294841690007,0.09798179306988182,0.01268257095771569,1.0
46,47,2060005,0.0,789964200.0,105184800.0,40842000.0,12283200.0,4172400.0,3080700.0,95733900.0,57529800.0,99324900.0,2853900.0,723600.0,9371700.0,1428300.0000000002,9718199.999999998,1063742400.0000001,430756200.0,117729000.0,2844439200.0,0.0,0.2777223011129927,0.036979099430214574,0.014358542098561994,0.004318320461903352,0.0014668620795269592,0.001083060590642964,0.03365651127294266,0.02022535760300308,0.034918974538109306,0.001003326068632439,0.0002543910940335796,0.003294744355934906,0.0005021376445662822,0.0034165609867843187,0.3739726270120311,0.15143800577632316,0.04138917787379671,1.0000000000000002
47,48,2080109,0.0,95328000.0,93759300.0,41991299.99999999,15758100.0,5756400.000000001,1103400.0,52255800.0,158787000.00000003,132525900.0,9001800.0,1549800.0,7486200.0,751500.0,5395500.0,965260800.0000001,491994899.99999994,63707399.99999999,2142413100.0,0.0,0.04449562038245565,0.04376340865354119,0.019600001512313378,0.007355304166129306,0.002686876774605234,0.0005150267238377136,0.02439109432256552,0.07411595830888078,0.06185823826413309,0.004201710678486796,0.0007233899008552553,0.0034942840855482073,0.0003507726871162242,0.0025184218673793583,0.4505484026399951,0.22964520707981104,0.02973628195234616,1.0
48,49,2070002,0.0,22428900.0,136479600.0,41165100.00000001,17461799.999999996,6003000.0,44894700.0,2261011500.0,35046000.00000001,407808900.0,40360500.0,86481000.0,11700.0,3967200.0,335063699.99999994,23092200.0,9635400.000000002,7750800.0,3478662000.0,0.0,0.0064475651845450925,0.0392333604127104,0.011833601539902414,0.005019688604411695,0.0017256634878582628,0.01290573789577717,0.6499658489384712,0.010074563151004613,0.1172315390227622,0.011602305714093522,0.024860420472009065,3.3633621202634807e-06,0.001140438478932417,0.09631970567994244,0.006638241944747722,0.0027698580661185256,0.002228098044593007,1.0
49,50,2040207,0.0,403561800.0,123815699.99999999,75178800.0,34530300.00000001,13875300.0,4970700.0,70686000.0,20754000.0,46470600.0,2060100.0,440100.0,2727000.0000000005,660600.0,3560400.0,720531900.0,232759800.0,210094200.0,1966677300.0,0.0,0.20519980578410094,0.06295679519970052,0.038226301793385216,0.017557684730484257,0.007055199142228367,0.0025274609108469396,0.035941839568697925,0.010552824299136416,0.023628990887320456,0.001047502810959378,0.00022377845109617118,0.0013866026724363985,0.00033589648896644104,0.0018103630931215814,0.36637017165958036,0.11835180077585682,0.10682698173208183,1.0
50,51,2040205,0.0,58483800.0,349047900.00000006,186267600.0,101517300.0,42316199.99999999,3412800.0,297567900.0,9716400.0,198974700.00000003,2704500.0,2614500.0,18253799.999999996,5472000.0,271754100.0,264222900.0,86054400.0,59112899.99999999,1957493700.0,0.0,0.02987687776466407,0.17831367733137535,0.09515616831870263,0.0518608565636763,0.021617540838062464,0.0017434538869780271,0.15201474211641142,0.004963694136027105,0.10164768346380887,0.0013816136419749396,0.0013356364825082196,0.009325087483040173,0.0027954112955765834,0.13882757323816675,0.1349802045339916,0.043961520795699115,0.03019825810933644,1.0000000000000002
51,52,2070007,0.0,14116500.0,69270300.0,26237700.0,7820099.999999999,3107700.0,1542600.0,247650300.0,12615300.0,106269300.0,1038600.0,4689900.0,32400.0,246600.0,332916299.99999994,81218700.0,1520100.0,957600.0,911250000.0,0.0,0.015491358024691359,0.07601679012345679,0.028793086419753085,0.008581728395061727,0.0034103703703703705,0.0016928395061728396,0.2717698765432099,0.01384395061728395,0.11661925925925926,0.0011397530864197532,0.005146666666666667,3.555555555555555e-05,0.00027061728395061727,0.3653402469135802,0.08912888888888888,0.0016681481481481482,0.0010508641975308642,1.0
52,53,2070004,0.0,37320300.0,364024800.00000006,245288700.0,76096800.0,29406600.0,6831900.000000001,2116010699.9999998,83834100.0,674308800.0000001,14808600.000000002,30980700.0,81900.0,1529100.0,1359757800.0000002,828855900.0000001,18756900.0,10005300.0,5897898900.0,0.0,0.006327727998185931,0.061721098678039404,0.04158916660982439,0.012902357481916146,0.004985945079526541,0.0011583616667284686,0.3587736473407504,0.014214231444353853,0.11433034228511448,0.0025108263554670294,0.005252836734790418,1.388630110292328e-05,0.00025926181949304016,0.23054952671365733,0.14053409765976152,0.003180268146000265,0.0016964176852878913,1.0
53,54,2080102,0.0,422023500.0,89317799.99999999,13000500.0,3685500.0,862200.0,3605400.0,27325800.0,344250900.0,238301100.0,27068400.000000004,17696700.0,12671100.0,1582200.0,6421500.000000001,214871400.0,280286100.0,37125900.0,1740096000.0,0.0,0.24252886047666336,0.05132923700761336,0.007471139523336644,0.0021179865938430985,0.0004954899040052963,0.002071954650777888,0.015703616352201258,0.1978344298245614,0.13694709947037406,0.015555693478980472,0.010169956140350878,0.0072818396226415096,0.0009092601787487587,0.0036903136378682562,0.12348249751737835,0.1610750786163522,0.02133554700430321,0.9999999999999999
54,55,2070011,0.0,1212579900.0,291475800.0,121145400.0,47037600.0,12744900.0,10709100.0,753796800.0,199880100.0,910178999.9999999,29949299.999999996,27105300.0,20817000.0,5627700.0,142685100.0,462210300.0,385794000.0,43441200.0,4677178500.0,0.0,0.2592545698223833,0.06231872484661426,0.025901384777168544,0.01005683234026668,0.0027249120383154076,0.002289649625302947,0.16116485611998774,0.04273518746398069,0.1946000136620828,0.00640328351804405,0.005795224620997467,0.004450760217939084,0.0012032254060861693,0.030506661227490035,0.09882246315807704,0.08248434392657882,0.009287907228684986,1.0
55,56,2040203,0.0,46647900.0,659656800.0,361432800.0,196129800.0,94608000.0,29158200.0,1627094700.0,19850400.0,408623400.0,23124600.0,10710000.0,33711299.99999999,9903600.0,664898400.0000001,704777400.0,57127500.0,4115700.0,4951570500.0,0.0,0.009420829209641669,0.13322173237763654,0.0729935684042063,0.039609614767678256,0.019106665248934656,0.005888677137889888,0.3286017436286124,0.004008909900404326,0.08252399920388895,0.0046701546509334765,0.0021629501185532955,0.006808203579046283,0.002000092697862224,0.13428030561212853,0.14233411399474166,0.011537248636568943,0.0008311908312726235,0.9999999999999999
56,57,2050302,0.0,7173900.000000001,131725800.0,68238900.0,25209900.0,10013400.0,11638800.0,1505341799.9999998,59529600.0,206041500.0,11055600.0,8490600.0,81000.0,869400.0,215788499.99999997,300649500.0,2997000.0,1506600.0,2566351800.0,0.0,0.0027953688968129784,0.05132803694333723,0.026589846333616458,0.009823244030689791,0.003901803330315041,0.004535153754056634,0.5865687627082148,0.023196196250256883,0.0802857581723597,0.0043079050970330724,0.003308431836975741,3.156231347549467e-05,0.00033876883130364276,0.08408375656057754,0.11715054031173747,0.0011678055985933028,0.0005870590306442008,0.9999999999999999
57,58,2070006,0.0,8977500.000000002,125157600.0,43146000.0,9189000.0,2777400.0000000005,2583900.0,1067634000.0,87934500.0,502059599.99999994,8727299.999999998,14418000.0,0.0,468900.0,685212299.9999999,119183399.99999999,137700.0,108900.0,2677716000.0,0.0,0.0033526707089176007,0.04674043102405184,0.016112985843158872,0.003431655933638967,0.001037227248894207,0.0009649641709576371,0.3987106922466759,0.03283936758043049,0.18749546255092023,0.0032592328686089182,0.005384439574622551,0.0,0.00017511192374396688,0.2558943144082494,0.044509350506177645,5.1424422903698525e-05,4.0668988048023014e-05,1.0
58,59,2080201,0.0,27528300.0,175943699.99999997,46341000.0,10704600.0,2799900.0,4690800.0,3361838400.0,229806900.0,1240337699.9999998,57366900.0,44843400.0,25200.0,1232099.9999999998,504588600.00000006,17626500.0,1840500.0,1194300.0000000002,5728708800.0,0.0,0.0048053236708418485,0.03071262759943392,0.008089257390775387,0.001868588607610846,0.0004887488782812629,0.0008188232573455296,0.5868405110764227,0.0401149557470961,0.21651261100930802,0.010013931935238182,0.007827837225728771,4.398897007995938e-06,0.00021507464299808706,0.08808068582574839,0.0030768713536285875,0.00032127658504827475,0.00020847629748609324,1.0
59,60,2080202,0.0,5405400.0,87601500.0,31341600.0,5585400.0,1704600.0,498600.0,1001225699.9999999,116217900.0,463018500.0,11324700.0,15742800.0,900.0,349200.0,415044000.0,14182200.000000002,936900.0,648000.0,2170827900.0,0.0,0.0024900177485281077,0.0403539589665307,0.014437625387070066,0.0025729354224717674,0.0007852303722464595,0.000229681956823938,0.4612183674256259,0.05353621077009375,0.21329120562712503,0.005216765456165364,0.007251979763112497,4.1458836971829963e-07,0.00016086028745070026,0.19119157257929106,0.006533083530020967,0.0004315864928767499,0.00029850362619717575,1.0
60,61,2080203,0.0,43836300.0,229878900.0,96076800.0,25401600.0,9260100.0,7737299.999999999,2143053900.0,392921100.0,1038940200.0,255960000.0,226893600.0,1225800.0,5242500.000000001,710219699.9999999,34355699.99999999,17181900.0,2132100.0,5240317500.0,0.0,0.00836519924603805,0.04386736109023928,0.018334156279652902,0.004847339879692404,0.001767087585818989,0.0014764945062966126,0.40895497267102615,0.07498039956548434,0.19825901770264875,0.04884436868567601,0.0432976818675586,0.0002339171242963809,0.0010004164823982518,0.13552989871319818,0.00655603405709673,0.0032787898824832656,0.0004068646603951001,0.9999999999999999
61,62,2080207,0.0,53606700.0,238738500.0,86590799.99999999,36568800.0,10698300.0,7721100.000000001,780427800.0,644982300.0,1058247900.0000001,218500199.99999997,168259500.00000003,4850100.0,11730600.0,483800400.0,116273699.99999999,239523300.0,10196099.999999998,4170716100.0,0.0,0.012853116518767605,0.05724160894096819,0.02076161453425228,0.008767990705481008,0.0025650990725549503,0.0018512648223646777,0.18712081601526415,0.1546454576469494,0.25373290212680744,0.052389132887755166,0.04034307202065373,0.0011628938253553148,0.002812610525084649,0.11599936039760654,0.027878593798316788,0.0574297780661695,0.00244468809564861,0.9999999999999998
62,63,2070003,0.0,13016700.0,118835100.0,13986000.0,2843100.0,478800.0,2057400.0,2064656699.9999998,70070400.0,425880000.0,20907000.000000004,26203500.0,15300.0,503100.0,343733399.99999994,15757200.0,730800.0,521100.0,3120195599.9999995,0.0,0.004171757693652283,0.03808578539114664,0.0044824112949842,0.0009111928752159001,0.0001534519182066663,0.000659381738760224,0.6617074583401118,0.022457053653944008,0.1364914430364558,0.0067005414660542455,0.008398031200351671,4.903538739686705e-06,0.0001612398914991099,0.1101640550996226,0.005050068014966755,0.00023421608568385908,0.00016700876060462365,1.0000000000000002
63,64,2080208,0.0,208650600.0,158734800.0,184938300.0,100057500.0,44370000.0,8345699.999999999,15404400.0,79992899.99999999,55171800.0,10017000.0,4920300.0,6190200.0,3571200.0,3543300.0,145273500.0,253576800.00000003,26156700.0,1308915000.0,0.0,0.15940729535531337,0.121272045931172,0.14129129851823838,0.07644308453948499,0.03389830508474576,0.006376044280950252,0.01176883143672431,0.06111389968026953,0.042150789012273523,0.007652903358888851,0.0037590676247120708,0.004729260494378932,0.0027283666242651355,0.0027070512600130643,0.11098772647574517,0.19373053254031014,0.019983497782514525,1.0
64,65,2080101,0.0,3046545000.0,1177200.0,221400.0,165600.0,32400.0,22500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3048164100.0,0.0,0.9994688278101563,0.00038619967999754346,7.263388477018018e-05,5.432778373054128e-05,1.0629348990758077e-05,7.381492354693109e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
