,Station,Latitude,Longitude
74644,XBF7904,38.1311,-76.4934
74846,XBF9130,38.151,-76.4495
74875,XBF9949,38.1657,-76.4177
74904,XBG2601,38.0443,-76.3334
74925,XBG4203,38.06928,-76.32834
74962,XBI3993,38.06518,-75.84343
74983,XBI6387,38.1055,-75.85467
75046,XBI7962,38.1316,-75.89522
75067,XBJ2003,38.03373,-75.82831999999998
75088,XBJ3220,38.053,-75.79975
75152,XBJ9344,38.15412,-75.75925
75173,XBM8828,38.14825,-75.28622
75191,XCC4530,38.2415,-76.9503
75212,XCC8346,38.3054,-76.9239
75283,XCC9680,38.3255,-76.866
75352,XCD0340,38.1715,-76.7656
75366,XCD0517,38.1744,-76.8056
75387,XCD1466,38.1896,-76.7231
75401,XCD3596,38.2246,-76.6732
75422,XCD3765,38.2272,-76.7247
75442,XCD5599,38.259,-76.6713
75523,XCD6674,38.276,-76.7095
75544,XCD7202,38.2859,-76.83
75565,XCE0055,38.16667,-76.575
75570,XCE1407,38.1894,-76.6556
75591,XCE2643,38.2092,-76.596
75612,XCF1336,38.1887,-76.4398
75641,XCF1440,38.1893,-76.4339
75672,XCF2621,38.21017,-76.46566999999997
75680,XCF9029,38.3167,-76.4526
75701,XCG5495,38.2565,-76.1743
75769,XCG9168,38.3191,-76.2196
75836,XCH2613,38.21032,-76.14286
75851,XCH4378,38.23858,-76.03598000000002
75855,XCH6533,38.2746,-76.1114
75876,XCH7507,38.2903,-76.1548
75897,XCH8097,38.30003,-76.00556999999998
75910,XCH8973,38.31555,-76.04472
75914,XCI3696,38.2261,-75.8395
75930,XCI4078,38.23379,-75.86963
76030,XCI4821,38.24675,-75.96413000000003
76034,XCI5934,38.26552,-75.94332
76055,XCI6253,38.26988,-75.91051999999998
76076,XCI9167,38.3182,-75.88857
76144,XCJ5200,38.2535,-75.8324
76164,XCJ6023,38.26713,-75.79512
76228,XDA0338,38.3383,-77.27
76249,XDA6515,38.4417,-77.3083
76270,XDA8236,38.46978,-77.27277
76299,XDB4544,38.4084,-77.1103
76360,XDB4877,38.4142,-77.0391
76381,XDB8278,38.4697,-77.0371
76402,XDB8884,38.47963,-77.02748000000003
76435,XDC3807,38.396,-76.9891
76505,XDE4587,38.4088,-76.5218
76559,XDG1188,38.3523,-76.1862
76580,XDG2324,38.3715,-76.29316999999998
76595,XDI1487,38.35722,-75.85513
76616,XDI4990,38.41505,-75.85
76637,XDJ6207,38.44037,-75.82168
76658,XDJ8905,38.48135,-75.8244
76728,XDJ9007,38.48375,-75.82098
76830,XEA3687,38.55925,-77.1887
77005,XEA6046,38.6,-77.257
77012,XEA8467,38.66,-77.23
77026,XEA9461,38.6559,-77.2321
77030,XEB5404,38.59017,-77.16063
77094,XED0694,38.5104,-76.6773
77107,XEE1502,38.5253,-76.664
77111,XEE3604,38.5605,-76.6605
77115,XEF3551,38.5563,-76.4147
77213,XEF4689,38.57635,-76.35186999999998
77235,XEG0138,38.5023,-76.2708
77253,XEG1995,38.5283,-76.1791
77271,XEG2646,38.5427,-76.25588
77330,XEG3623,38.5601,-76.294
77348,XEG4991,38.58217,-76.18211
77407,XEG5627,38.5933,-76.2883
77428,XEG6966,38.6159,-76.2234
77449,XEG7539,38.6245,-76.2688
77470,XEG8519,38.6414,-76.3023
77491,XEG8593,38.6428,-76.178
77512,XEH5622,38.5935,-76.1288
77577,XEH7912,38.6313,-76.1469
77598,XEH8132,38.6415,-76.1111
77619,XEI7405,38.6226,-75.9912
77686,XEJ0543,38.50867,-75.76185
77707,XEJ2464,38.53933,-75.72613
77777,XFB0231,38.66993,-77.11513000000002
77856,XFB0500,38.6758,-77.1663
77877,XFB1986,38.69787,-77.02317
78086,XFB2184,38.70157,-77.02593
78165,XFB7379,38.78767,-77.03565
78206,XFB8408,38.8079,-77.0321
78227,XFD1283,38.6863,-76.6958
78231,XFE1386,38.68838,-76.52252
78253,XFE5373,38.75465,-76.54488
78275,XFG0809,38.6797,-76.3173
78296,XFG0965,38.6821,-76.2252
78317,XFG2810,38.71252,-76.3168
78420,XFG3973,38.7323,-76.2125
78441,XFG4618,38.74323,-76.30338
78555,XFG4620,38.7433,-76.2999
78576,XFG5054,38.74935,-76.24396999999998
78645,XFG6431,38.77315,-76.2823
78749,XFG9164,38.8194,-76.2259
78785,XFG9210,38.82,-76.316
78796,XFH2312,38.7052,-76.1468
78817,XFH7523,38.7926,-76.1282
78828,XFI1515,38.6914,-75.9742
78849,XGE0284,38.8367,-76.5279
78883,XGE0320,38.8375,-76.5314
78918,XGE2488,38.8737,-76.5209
78929,XGE3275,38.886,-76.5415
78964,XGE5492,38.9234,-76.5132
78975,XGE5984,38.93147,-76.5268
78987,XGE6281,38.9369,-76.5314
78998,XGE7059,38.9495,-76.5687
79032,XGF0681,38.844,-76.3653
79068,XGF1167,38.85222,-76.38694
79090,XGF1780,38.8606,-76.533
79101,XGF5025,38.91675,-76.45838
79170,XGF5404,38.9238,-76.4928
79181,XGF7480,38.95701,-76.36705
79203,XGF7832,38.9611,-76.4475
79290,XGG2084,38.867,-76.1929
79301,XGG3479,38.8909,-76.2007
79311,XGG4301,38.9057,-76.3306
79322,XGG4898,38.9135,-76.1689
79333,XGG5115,38.9191,-76.3073
79344,XGG5932,38.9326,-76.2794
79355,XGG5959,38.9312,-76.234
79366,XGG6667,38.9428,-76.2216
79424,XGG8251,38.97113,-76.24734000000002
79597,XGG8359,38.97128,-76.23573
79632,XGG8458,38.9734,-76.23669
79672,XGG9992,38.9995,-76.1791
79683,XHF0460,39.0075,-76.40033000000003
79887,XHF0488,39.00585,-76.35438
79892,XHF0561,39.01647,-76.39488
79931,XHF2584,39.04072,-76.35996999999998
79950,XHF6841,39.11285,-76.43217
80021,XHF9165,39.15191,-76.39115
80066,XHF9808,39.16273,-76.48747
80134,XHG0859,39.0139,-76.2349
80145,XHG1579,39.0257,-76.2017
80156,XHG2318,39.03938,-76.3038
80228,XHG4413,39.07062,-76.30788000000003
80229,XHG4755,39.0779,-76.24163
80250,XHG5819,39.09698,-76.30731999999998
80271,XHG6496,39.1063,-76.173
80282,XHG8442,39.14045,-76.26295
80352,XHH3851,39.06283,-76.08162
80679,XHH4528,39.0749,-76.1198
80756,XHH4742,39.07807,-76.0972
80850,XHH4822,39.0804,-76.1303
80854,XHH4916,39.0818,-76.1392
81025,XHH4931,39.0812,-76.1149
81274,XHH5046,39.08323,-76.10732
81291,XHH6419,39.1076,-76.1345
81302,XIE2581,39.20852,-76.53215
81368,XIE4741,39.2453,-76.59777
81452,XIE4742,39.24467,-76.59718000000002
81583,XIE4876,39.24612,-76.53962
81604,XIE5748,39.2613,-76.5863
81729,XIE6747,39.27771,-76.58922
81750,XIE7135,39.28543,-76.60876
81822,XIE7136,39.28547,-76.60795
81895,XIF0591,39.17573,-76.34747
81916,XIF1735,39.1953,-76.44213
81981,XIF2929,39.21443,-76.45158
82002,XIF3760,39.2282,-76.40063
82068,XIF4705,39.24453,-76.4909
82089,XIF4750,39.24529,-76.41604
82110,XIF4935,39.2476,-76.4421
82178,XIF7021,39.28341,-76.46518
82199,XIF7918,39.29811,-76.4703
82309,XIG2224,39.2037,-76.29321999999998
82330,XIG2853,39.21348,-76.24616999999998
82396,XIG4800,39.2473,-76.3323
82416,XIG5528,39.2588,-76.2863
82436,XIG6373,39.3196,-76.2086
82456,XIG7748,39.2954,-76.2534
82477,XIG7901,39.29892,-76.33149
82495,XIH0077,39.1667,-76.0387
82529,XIH3581,39.2252,-76.0314
82540,XJF0588,39.34133,-76.35370999999998
82543,XJF0821,39.34623,-76.29995
82546,XJF2675,39.37907,-76.37708
82549,XJF4289,39.4019,-76.35163
82561,XJG1795,39.3622,-76.1749
82582,XJG2340,39.36972,-76.2675
82585,XJG2718,39.38153,-76.3043
82597,XJG4337,39.40389,-76.27275
82642,XJG4451,39.41072,-76.24762
82645,XJG7035,39.45078,-76.27457
82911,XJG7461,39.45821,-76.23227
82959,XJG7856,39.462,-76.2407
82962,XJH1222,39.35393,-76.1296
83031,XJH2362,39.3717,-76.06251999999998
83146,XJH4239,39.4028,-76.1019
83167,XJH5080,39.4167,-76.0333
83188,XJH5342,39.4209,-76.096
83208,XJH6868,39.4475,-76.0525
83229,XJH8658,39.4767,-76.0709
83250,XJH9299,39.4866,-76.0006
83271,XJH9748,39.4943,-76.0876
83292,XJI1871,39.36322,-75.88233000000002
83329,XJI2112,39.3689,-75.9792
83348,XJI2190,39.36768,-75.84943
83349,XJI2342,39.3712,-75.9286
83368,XJI2396,39.37225,-75.83986999999998
83574,XJI8018,39.4663,-75.9697
83595,XJI8369,39.4713,-75.8857
83665,XJI8641,39.4764,-75.931
83686,XJI8856,39.4805,-75.9068
83707,XKH0375,39.5053,-76.0414
83838,XKH2555,39.5404,-76.0736
83895,XKH2797,39.5443,-76.0049
83963,XKH2870,39.546,-76.0494
84033,XKH2949,39.5478,-76.0848
84225,XKH3508,39.5583,-75.9867
84246,XKH6126,39.6001,-76.1239
84267,XKI0256,39.5039,-75.9075
84335,XKI1996,39.53123,-75.83968
84342,XKI2087,39.53275,-75.85531999999998
84365,XKI2475,39.5387,-75.875
84386,XKI2616,39.5429,-75.9735
84407,XKI3890,39.564,-75.8501
84475,XKI5022,39.5831,-75.9638
84544,YEO000.45,38.03765,-76.52498
84565,YRK000.79,37.24181,-76.38634
84592,YRK001.20,37.22727,-76.4228
84624,YRK005.40,37.24828,-76.49651
85068,YRK006.77,37.24432,-76.5243
85120,YRK010.59,37.29657,-76.56286999999998
85152,YRK012.78,37.30047,-76.60819000000002
85181,YRK015.09,37.34708,-76.61165
85607,YRK023.40,37.41742,-76.70888000000002
85628,YRK028.58,37.48865,-76.74903
85649,YRK031.24,37.50465,-76.79252
85670,ZDM0001,38.93598,-76.50771
85749,ZDM0002,38.93648,-76.50738
